id,hip,hd,hr,gl,bf,proper,rarad,decrad,mag,ci
44689,44816,78647,3634,,Lam Vel,,2.39108387640402,-0.758041685225311,2.23,1.665
65173,65378,116656,5054,NN 3783A,79Zet UMa,Mizar,3.50778385472172,0.958628404309454,2.23,0.057
100128,100453,194093,7796,,37Gam Cyg,Sadr,5.33297725508351,0.702611597548289,2.23,0.673
3172,3179,3712,168,,18Alp Cas,Shedir,0.176744881331483,0.986762576310091,2.24,1.17
87561,87833,164058,6705,,33Gam Dra,Etamin,4.6975807915714,0.898650744191411,2.24,1.521
25865,25930,36486,1852,,34Del Ori,Mintaka,1.4486524168434,-0.005220140244135,2.25,-0.175
744,746,432,21,Gl 8,11Bet Cas,Caph,0.040025852830323,1.03235840436763,2.28,0.38
66447,66657,118716,5132,,Eps Cen,,3.57743511865052,-0.933164608567104,2.29,-0.171
78165,78401,143275,5953,,7Del Sco,Dschubba,4.19024512520822,-0.39482331934217,2.29,-0.117
82144,82396,151680,6241,,26Eps Sco,,4.40767543443901,-0.598529803311685,2.29,1.144
71634,71860,129056,5469,,Alp Lup,,3.84814276179168,-0.827080117441389,2.3,-0.154
71125,71352,127972,5440,,Eta Cen,,3.82012073610753,-0.735792841143624,2.33,-0.157
53754,53910,95418,4295,Wo 9343,48Bet UMa,Merak,2.88782456911495,0.984058986291181,2.34,0.033
71879,72105,129988,5505,,36Eps Boo,Izar,3.86148433836637,0.47253432342394,2.35,0.966
106972,107315,206778,8308,,8Eps Peg,Enif,5.69058477548434,0.172351459541245,2.38,1.52
86403,86670,160578,6580,,Kap Sco,,4.63597816768643,-0.681201709861581,2.39,-0.171
2076,2081,2261,99,,Alp Phe,Ankaa,0.114682902957825,-0.738378668832116,2.4,1.083
57828,58001,103287,4554,,64Gam UMa,Phad,3.11467124530819,0.937150353420552,2.41,0.044
83755,84012,155125,6378,Gl 656.1A,35Eta Oph,,4.49587261805647,-0.274451457570109,2.43,0.059
113521,113881,217906,8775,,53Bet Peg,Scheat,6.03785330400396,0.490137131580919,2.44,1.655
35806,35904,58350,2827,,31Eta CMa,Aludra,1.9377301884963,-0.511435637474829,2.45,-0.083
104861,105199,203280,8162,Gl 826,5Alp Cep,Alderamin,5.57884815236165,1.09232430467118,2.45,0.257
45809,45941,81188,3734,,Kap Vel,,2.45268377524477,-0.960117278185751,2.47,-0.141
102157,102488,197989,7949,Gl 806.1A,53Eps Cyg,Gienah,5.43761981873354,0.59289281587296,2.48,1.021
113603,113963,218045,8781,,54Alp Peg,Markab,6.04215914593514,0.265381926553857,2.49,-0.002
14100,14135,18884,911,,92Alp Cet,Menkar,0.795344514005663,0.071379322906528,2.54,1.63
81130,81377,149757,6175,,13Zet Oph,,4.35092675144505,-0.18443051180475,2.54,0.038
67786,68002,121263,5231,,Zet Cen,,3.6457311140528,-0.825337842348567,2.55,-0.176
54712,54872,97603,4357,Gl 419,68Del Leo,Zosma,2.94135216538175,0.358206432003274,2.56,0.128
78580,78820,144217,5984,,8Bet1Sco,Graffias,4.21251438265692,-0.345670369863594,2.56,-0.065
25920,25985,36673,1865,,11Alp Lep,Arneb,1.45180965171731,-0.311057614671362,2.58,0.211
59016,59196,105435,4621,,Del Cen,,3.1780639137205,-0.885273329344082,2.58,-0.128
59621,59803,106625,4662,,4Gam Crv,Gienah Ghurab,3.21056040742538,-0.306164425583095,2.58,-0.107
93213,93506,176687,7194,,38Zet Sgr,,4.98558501186112,-0.521506218738425,2.6,0.062
74556,74785,135742,5685,,27Bet Lib,Zubeneschemali,4.00119752702082,-0.16376280166405,2.61,-0.071
76835,77070,140573,5854,Gl 596.2,24Alp Ser,Unukalhai,4.12014598643839,0.112148346471632,2.63,1.167
8884,8903,11636,553,Gl 80,6Bet Ari,Sheratan,0.5002117420097,0.363168721573765,2.64,0.165
26569,26634,37795,1956,,Alp Col,Phakt,1.48199832675788,-0.594705371229787,2.65,-0.12
28309,28380,40312,2095,,37The Aur,,1.56957915350818,0.649482133375687,2.65,-0.083
61166,61359,109379,4786,,9Bet Crv,Kraz,3.29163530048223,-0.408350480587034,2.65,0.893
6672,6686,8538,403,,37Del Cas,Ruchbah,0.374429587276611,1.05130401557496,2.66,0.16
67711,67927,121370,5235,Gl 534,8Eta Boo,Mufrid,3.64199895242804,0.321100735969337,2.68,0.58
73046,73273,132058,5571,,Bet Lup,,3.92058648413403,-0.752829621731841,2.68,-0.184
22961,23015,31398,1577,,3Iot Aur,Hassaleh,1.29587921098895,0.57885747451101,2.69,1.49
52575,52727,93497,4216,,Mu  Vel,,2.82206348544588,-0.86254617150352,2.69,0.901
61392,61585,109668,4798,,Alp Mus,,3.30383994266687,-1.20664321671968,2.69,-0.176
85436,85696,158408,6508,,34Ups Sco,,4.58482259425518,-0.650934698153677,2.7,-0.179
35169,35264,56855,2773,,Pi  Pup,,1.90739455860795,-0.647472992051626,2.71,1.616
89653,89931,168454,6859,,19Del Sgr,Kaus Meridionalis,4.80399251293906,-0.52059861007117,2.72,1.38
96970,97278,186791,7525,,50Gam Aql,Tarazed,5.17603418586122,0.185236351342716,2.72,1.507
79352,79593,146051,6056,,1Del Oph,,4.25138494183654,-0.064478098413263,2.73,1.584
80089,80331,148387,6132,Gl 624.1A,14Eta Dra,,4.29347337068807,1.07362555443345,2.73,0.91
52268,52419,93030,4199,,The Car,,2.80542883251201,-1.12389517140037,2.74,-0.22
61748,61941,110379,4825,Gl 482A,29Gam Vir,Porrima,3.32337177354463,-0.025296362730193,2.74,0.368
26176,26241,37043,1899,,44Iot Ori,Hatsya,1.46360274229612,-0.103147236301135,2.75,-0.21
64904,65109,115892,5028,Gl 508.1,Iot Cen,,3.49326680455289,-0.640750421216915,2.75,0.068
72396,72622,130841,5531,Gl 564.1,9Alp2Lib,Zubenelgenubi,3.88719116950368,-0.279981846062591,2.75,0.147
86475,86742,161096,6603,,60Bet Oph,Cebalrai,4.64027438272992,0.079714471486085,2.76,1.168
23820,23875,33111,1666,Wo 9175,67Bet Eri,Cursa,1.34324795349638,-0.0887752322551,2.78,0.161
80571,80816,148856,6148,,27Bet Her,Kornephoros,4.32065013148157,0.375064505316857,2.78,0.947
84086,84345,156014,6406,,64Alp1Her,Rasalgethi,4.51450198135377,0.251158687566835,2.78,1.164
59565,59747,106490,4656,,Del Cru,,3.20767776199049,-1.02536222075523,2.79,-0.193
85410,85670,159181,6536,,23Bet Dra,Rastaban,4.58337771165354,0.912831406813242,2.79,0.954
76065,76297,138690,5776,,Gam Lup,,4.08032169413979,-0.718495450588946,2.8,-0.216
25542,25606,36079,1829,,9Bet Lep,Nihal,1.43224069862138,-0.362320594829247,2.81,0.807
81444,81693,150680,6212,Gl 635A,40Zet Her,,4.36893779380267,0.551571613434035,2.81,0.65
2016,2021,2151,98,Gl 19,Bet Hyi,,0.112028110147992,-1.34834096383632,2.82,0.618
81020,81266,149438,6165,,23Tau Sco,,4.34535746160192,-0.492462384476933,2.82,-0.206
90217,90496,169916,6913,Gl 713.1,22Lam Sgr,Kaus Borealis,4.83443427510616,-0.443692367644794,2.82,1.025
1065,1067,886,39,,88Gam Peg,Algenib,0.057752413379626,0.265003740449339,2.83,-0.19
39644,39757,67523,3185,,15Rho Pup,,2.1273129937385,-0.424190475504881,2.83,0.458
77716,77952,141891,5897,Gl 601A,Bet TrA,,4.16760612672542,-1.10707502492751,2.83,0.315
18201,18246,24398,1203,,44Zet Per,,1.02159364407748,0.556474415846054,2.84,0.271
84999,85258,157244,6461,,Bet Ara,,4.56098110687355,-0.969179308227775,2.84,1.479
85530,85792,158427,6510,,Alp Ara,,4.58952531048917,-0.870502943583377,2.84,-0.136
17661,17702,23630,1165,,25Eta Tau,Alcyone,0.992588774850163,0.420714009222201,2.85,-0.086
63405,63608,113226,4932,,47Eps Vir,Vindemiatrix,3.41288954304975,0.191273256727088,2.85,0.934
107213,107556,207098,8322,Gl 837,49Del Cap,,5.70304068080433,-0.281474238431194,2.85,0.18
118485,,60178,2890,Gl 278B,66Alp Gem,,1.98360871683116,0.5565945679503,2.85,0
9217,9236,12311,591,Gl 83,Alp Hyi,,0.518219158261073,-1.07459675971823,2.86,0.29
96858,97165,186882,7528,,18Del Cyg,,5.17042644244414,0.787681221882777,2.86,-0.002
30270,30343,44478,2286,,13Mu  Gem,,1.67097998922084,0.392936198997974,2.87,1.621
74717,74946,135382,5671,,Gam TrA,,4.00950488883882,-1.1986841874783,2.87,0.014
109784,110130,211416,8502,,Alp Tuc,,5.84031792873283,-1.05172820736867,2.87,1.39
13813,13847,18622,897,,The1Eri,Acamar,0.777812118193322,-0.703449236351026,2.88,0.128
93846,94141,178524,7264,,41Pi  Sgr,Albaldah,5.0167913453672,-0.366931299372682,2.88,0.377
36087,36188,58715,2845,,3Bet CMi,Gomeisa,1.95106305906221,0.144675846904975,2.89,-0.097
62925,63125,112413,4915,,12Alp2CVn,Cor Caroli,3.38606271761997,0.668781890317409,2.89,-0.115
78029,78265,143018,5944,,6Pi  Sco,,4.18378064394564,-0.455777117648974,2.89,-0.18
18485,18532,24760,1220,,45Eps Per,,1.03783301993129,0.698309979346004,2.9,-0.199
79870,80112,147165,6084,,20Sig Sco,,4.28124295551539,-0.446678560854178,2.9,0.299
105936,106278,204867,8232,,22Bet Aqr,Sadalsuud,5.63548881177908,-0.097235298222015,2.9,0.828
14292,14328,18925,915,,23Gam Per,,0.806326879210599,0.933863549255186,2.91,0.716
47866,48002,85123,3890,,Ups Car,,2.56171652203517,-1.13572076816666,2.92,0.273
111804,112158,215182,8650,,44Eta Peg,Matar,5.94721932514189,0.527460231382554,2.93,0.852
32682,32768,50310,2553,,Tau Pup,,1.78868299507758,-0.88339071643582,2.94,1.207
60776,60965,108767,4757,,7Del Crv,Algorab,3.27190043482126,-0.288248674272749,2.94,-0.012
108728,109074,209750,8414,,34Alp Aqr,Sadalmelik,5.78482367433943,-0.005582447242483,2.95,0.969
18497,18543,25025,1231,,34Gam Eri,Zaurak,1.03859928390663,-0.235768069176071,2.97,1.588
26386,26451,37202,1910,,123Zet Tau,,1.47325319138666,0.369007093721614,2.97,-0.148
47772,47908,84441,3873,,17Eps Leo,Ras Elased Australis,2.55625834380703,0.414939020029146,2.97,0.808
88361,88635,165135,6746,,10Gam2Sgr,Nash,4.73773203401826,-0.531000563719898,2.98,0.981
64758,64962,115659,5020,,46Gam Hya,,3.48595289403409,-0.404419182086984,2.99,0.92
86804,87073,161471,6615,,Iot1Sco,,4.65821696366533,-0.700348224495656,2.99,0.509
93452,93747,177724,7235,NN 4095A,17Zet Aql,,4.99779454535477,0.241963338835717,2.99,0.014
10041,10064,13161,622,,4Bet Tri,,0.565239979425697,0.610643527058561,3,0.14
54380,54539,96833,4335,,52Psi UMa,,2.92195918403836,0.776645105507631,3,1.144
74868,75097,137422,5735,,13Gam UMi,,4.01743804114582,1.25374009300676,3,0.058
82263,82514,151890,6247,,Mu 1Sco,,4.41511821999662,-0.664052045297856,3,-0.2
107742,108085,207971,8353,,Gam Gru,,5.73309460934437,-0.652139696296481,3,-0.084
17316,17358,22928,1122,,39Del Per,,0.972693514897126,0.83405011127921,3.01,-0.125
30049,30122,44402,2282,,1Zet CMa,,1.65942936536958,-0.524704742375241,3.02,-0.16
33888,33977,53138,2653,,24Omi2CMa,,1.84579277482293,-0.415969397437281,3.02,-0.077
59134,59316,105707,4630,,2Eps Crv,,3.18577014203599,-0.394789399456374,3.02,1.326
23361,23416,31964,1605,,7Eps Aur,,1.31758789163582,0.764861019007035,3.03,0.537
62127,62322,110879,4844,,Bet Mus,,3.34353059218364,-1.18871092478675,3.04,-0.178
70851,71075,127762,5435,,27Gam Boo,,3.80515885823068,0.66860513750719,3.04,0.191
95648,95947,183912,7417,,6Bet1Cyg,Albireo,5.10823554723371,0.487988492168662,3.05,1.088
100020,100345,193495,7776,,9Bet Cap,,5.32766659803436,-0.257983524103244,3.05,0.79
32161,32246,48329,2473,,27Eps Gem,,1.7624862964423,0.43862086058447,3.06,1.377
50655,50801,89758,4069,,34Mu  UMa,,2.71542370036627,0.724303197562819,3.06,1.603
94081,94376,180711,7310,,57Del Dra,,5.02896334737891,1.18091667047649,3.07,0.99
89364,89642,167618,6832,,Eta Sgr,,4.78930372721186,-0.641612457795639,3.1,1.582
43689,43813,76294,3547,,16Zet Hya,,2.33609605006138,0.103769655470535,3.11,0.978
52789,52943,93813,4232,,Nu  Hya,,2.83452277941445,-0.282632480333364,3.11,1.232
56392,56561,100841,4467,,Lam Cen,,3.03592085446669,-1.09990372743362,3.11,-0.044
101445,101772,196171,7869,Gl 794.1,Alp Ind,,5.3999045901229,-0.825392413231517,3.11,0.998
27559,27628,39425,2040,,Bet Col,,1.53135081455752,-0.624274752989982,3.12,1.146
44000,44127,76644,3569,Gl 331A,9Iot UMa,,2.35274611016156,0.838488049534191,3.12,0.223
82826,83081,152786,6285,Wo 9581,Zet Ara,,4.44456966026788,-0.977212305044036,3.12,1.552
84121,84379,156164,6410,NN 3995A,65Del Her,,4.51617846621589,0.433525895025654,3.12,0.08
73107,73334,132200,5576,,Kap Cen,,3.92333206659954,-0.734856809844132,3.13,-0.208
45728,45860,80493,3705,,40Alp Lyn,,2.4480663505573,0.600263440985284,3.14,1.55
46568,46701,82668,3803,,,,2.4924272339174,-0.995437661079129,3.16,1.538
84122,84380,156283,6418,,67Pi  Her,,4.51624584178026,0.642441067537229,3.16,1.437
31605,31685,47670,2451,,Nu  Pup,,1.73556059875889,-0.753911264260569,3.17,-0.103
46720,46853,82328,3775,Gl 354A,25The UMa,,2.49958584958112,0.901939037206861,3.17,0.475
83638,83895,155763,6396,,22Zet Dra,,4.48892959333595,1.14693758836592,3.17,-0.12
91754,92041,173300,7039,,27Phi Sgr,,4.91160251384423,-0.471077947910466,3.17,-0.107
23712,23767,32630,1641,,10Eta Aur,,1.33742303308863,0.719677342965918,3.18,-0.148
71682,71908,128898,5463,Gl 560A,Alp Cir,,3.8506743019806,-1.13403009652959,3.18,0.256
22396,22449,30652,1543,Gl 178,1Pi 3Ori,,1.26466619667956,0.121497179934304,3.19,0.484
23630,23685,32887,1654,,2Eps Lep,,1.33282528645647,-0.390448174173599,3.19,1.46
82745,83000,153210,6299,,27Kap Oph,,4.44041574531663,0.163625187514389,3.19,1.16
86991,87261,161892,6630,,,,4.66813584350818,-0.646527611963359,3.19,1.192
104394,104732,202109,8115,,64Zet Cyg,,5.55423294243362,0.527559201268059,3.21,0.99
116361,116727,222404,8974,Gl 903,35Gam Cep,,6.19307929772452,1.35493881912783,3.21,1.031
74912,75141,136298,5695,,Del Lup,,4.02024413433092,-0.709433019229788,3.22,-0.227
79640,79882,146791,6075,NN 3949,2Eps Oph,,4.26873273908243,-0.081899760758424,3.23,0.966
89684,89962,168723,6869,Gl 711,58Eta Ser,,4.80537147342513,-0.050594042381193,3.23,0.941
105691,106032,205021,8238,,8Bet Cep,,5.62283869650708,1.23151681533705,3.23,-0.201
32521,32607,50241,2550,Gl 248,Alp Pic,,1.78107193481433,-1.08108122479768,3.24,0.225
99156,99473,191692,7710,,65The Aql,,5.28531406010407,-0.014337198351764,3.24,-0.066
36274,36377,59717,2878,,Sig Pup,,1.96013880266715,-0.755752567847484,3.25,1.509
68675,68895,123123,5287,Gl 538.1,49Pi  Hya,,3.69299263323253,-0.46569505275296,3.25,1.091
73486,73714,133216,5603,,20Sig Lib,,3.94475098903699,-0.441253523803289,3.25,1.674
92902,93194,176437,7178,,14Gam Lyr,,4.9695794529175,0.570540407085517,3.25,-0.049
17637,17678,24512,1208,,Gam Hyi,,0.991511459450533,-1.29571432410862,3.26,1.59
3086,3092,3627,165,,31Del And,,0.171599655557716,0.538626476919591,3.27,1.268
84711,84970,157056,6453,,42The Oph,,4.54662479599662,-0.436324377837097,3.27,-0.186
112776,113136,216627,8709,,76Del Aqr,,5.99804311607363,-0.276125402469898,3.27,0.066
24249,24305,33904,1702,,5Mu  Lep,,1.36542195695186,-0.282838776253902,3.29,-0.11
49958,50099,89080,4037,,Ome Car,,2.67793561129063,-1.22239201271997,3.29,-0.074
75229,75458,137759,5744,,12Iot Dra,,4.0357669491767,1.0291519898867,3.29,1.166
21228,21281,29305,1465,,Alp Dor,,1.1955325219747,-0.960716042978166,3.3,-0.079
51428,51576,91465,4140,,,,2.75772741523234,-1.07661215154993,3.3,-0.089
29582,29655,42995,2216,,7Eta Gem,,1.63571240640255,0.39281774360695,3.31,1.6
85008,85267,157246,6462,,Gam Ara,,4.56139322333568,-0.98397695537597,3.31,-0.15
5154,5165,6595,322,,Bet Phe,,0.288347703728815,-0.815390137490174,3.32,0.885
14318,14354,19058,921,,25Rho Per,,0.807983598183848,0.67789065947619,3.32,1.528
59592,59774,106591,4660,Gl 459,69Del UMa,Megrez,3.20889759913917,0.995406944309545,3.32,0.077
83885,84143,155203,6380,Gl 657,Eta Sco,,4.50361768769055,-0.754666212276241,3.32,0.441
87775,88048,163917,6698,,64Nu  Oph,,4.70814139163746,-0.170582056949394,3.32,0.987
93569,93864,177716,7234,Wo 9643,40Tau Sgr,,5.0044707444274,-0.482939985934071,3.32,1.169
19730,19780,27256,1336,,Alp Ret,,1.11013524241865,-1.09037451781809,3.33,0.915
54718,54879,97633,4359,,70The Leo,,2.94192745272516,0.269296801029592,3.33,-0.003
38062,38170,63700,3045,,7Xi  Pup,,2.04768248813814,-0.433885111119049,3.34,1.218
8867,8886,11415,542,,45Eps Cas,,0.499142499629882,1.11125290442047,3.35,-0.15
25218,25281,35411,1788,,28Eta Ori,,1.41579775909255,-0.041838094172041,3.35,-0.24
32276,32362,48737,2484,Gl 242,31Xi  Gem,,1.76840878277495,0.225070523369276,3.35,0.443
41586,41704,71369,3323,,1Omi UMa,,2.22645484140902,1.05973196796444,3.35,0.856
95207,95501,182640,7377,Gl 760,30Del Aql,,5.08544584810813,0.054363084117965,3.36,0.319
75035,75264,136504,5708,,Eps Lup,,4.02595648597076,-0.779981044938689,3.37,-0.191
42990,43109,74874,3482,,11Eps Hya,,2.29849037100663,0.112029354940519,3.38,0.685
66040,66249,118098,5107,NN 3792,79Zet Vir,,3.55476968115236,-0.010399023026674,3.38,0.114
26142,26207,36861,1879,,39Lam Ori,,1.46231517330617,0.173383772096578,3.39,-0.16
50229,50371,89388,4050,,,,2.69253333328597,-1.07045064535277,3.39,1.541
62890,63090,112300,4910,,43Del Vir,,3.38420856095086,0.05929704173659,3.39,1.571
109146,109492,210745,8465,,21Zet Cep,,5.80694819132298,1.01580362847117,3.39,1.558
20842,20894,28319,1412,,78The2Tau,,1.17226044648727,0.276999156504612,3.4,0.179
119131,,,,Gl 656.1B,,,4.49582406299579,-0.27448655173925,3.4,0
6853,6867,9053,429,,Gam Phe,,0.385567303510002,-0.756045806306831,3.41,1.542
18677,18724,25204,1239,,35Lam Tau,,1.05016576226724,0.217997671794067,3.41,-0.099
67251,67464,120307,5190,,Nu  Cen,,3.61939705562466,-0.727587782543995,3.41,-0.225
74167,74395,134505,5649,Wo 9512A,Zet Lup,,3.98059690352881,-0.909303399904989,3.41,0.918
102091,102422,198149,7957,Gl 807,3Eta Cep,,5.43359675161664,1.07929034887285,3.41,0.912
111676,112029,214923,8634,,42Zet Peg,,5.94049862355223,0.189042971215257,3.41,-0.086
8777,8796,11443,544,Gl 78.1,2Alp Tri,,0.493412345902789,0.516247958590462,3.42,0.488
78148,78384,143118,5948,,Eta Lup,,4.18932331065655,-0.670148949917584,3.42,-0.206
86705,86974,161797,6623,Gl 695A,86Mu  Her,,4.65330586361476,0.483817070102215,3.42,0.75
102064,102395,197051,7913,,Bet Pav,,5.43215773534125,-1.15546403260795,3.42,0.163
44952,45080,79351,3659,,,,2.40405250341745,-1.02916647916428,3.43,-0.19
50193,50335,89025,4031,,36Zet Leo,,2.69081889363655,0.408709172325267,3.43,0.307
93510,93805,177756,7236,,16Lam Aql,,5.00145465315084,-0.085216646603576,3.43,-0.096
50230,50372,89021,4033,,33Lam UMa,,2.69259416873017,0.748996963160161,3.45,0.029
3814,3821,4614,219,Gl 34A,24Eta Cas,,0.214219875507523,1.00906537697707,3.46,0.587
5353,5364,6805,334,NN 3075,31Eta Cet,,0.299279571918535,-0.177714035124185,3.46,1.161
38713,38827,65575,3117,,Chi Car,,2.08033975808643,-0.924716624020745,3.46,-0.177
74438,74666,135722,5681,,49Del Boo,,3.99463346601436,0.581453532488248,3.46,0.961
12673,12706,16970,804,Gl 106.1A,86Gam Cet,,0.712533510264116,0.056475686472711,3.47,0.093
67259,67472,120324,5193,,Mu  Cen,,3.61988514425445,-0.741306463335404,3.47,-0.17
