id,hip,hd,hr,gl,bf,proper,rarad,decrad,mag,ci
9861,9884,12929,617,Gl 84.3,13Alp Ari,Hamal,4.85803000266998,-0.011836567096123,2.01,1.151
50440,50583,89484,4057,,41Gam1Leo,Algieba,0.094715269101869,0.050937633056649,2.01,1.128
3413,3419,4128,188,Gl 31,16Bet Cet,Diphda,4.66635290758329,-0.326880616369941,2.04,1.019
92564,92855,175191,7121,,34Sig Sgr,Nunki,5.10079659736519,-0.218770079800547,2.05,-0.134
68714,68933,123139,5288,Gl 539,5The Cen,Menkent,5.69968310461307,1.30417418944797,2.06,1.011
676,677,358,15,,21Alp And,Alpheratz,2.48635781125418,-0.472952132289355,2.07,-0.038
5436,5447,6860,337,Gl 53.3,43Bet And,Mirach,3.44725995542868,0.908543210567741,2.07,1.576
27298,27366,38771,2004,,53Kap Ori,Saiph,5.95542536928342,1.03682482800868,2.07,-0.168
72380,72607,131873,5563,,7Bet UMi,Kochab,6.21633294504478,-0.676864633316671,2.07,1.465
111768,112122,214952,8636,,Bet Gru,,2.13238840459826,0.345410132581451,2.07,1.61
85769,86032,159561,6556,Gl 681,55Alp Oph,Rasalhague,2.55084180953101,0.83405011127921,2.08,0.155
14540,14576,19356,936,,26Bet Per,Algol,3.00666684995302,0.218355314924167,2.09,-0.003
9618,9640,12533,603,,57Gam1And,Almaak,1.35093234208873,1.04804225386761,2.1,1.37
57459,57632,102647,4534,Gl 448,94Bet Leo,Denebola,3.3243472198393,-0.724615962747555,2.14,0.09
4417,4427,5394,264,,27Gam Cas,Cih,2.5470102087418,1.06736344406076,2.15,-0.046
61739,61932,110304,4819,,Gam Cen,,3.7728797959925,0.196343419080409,2.2,-0.023
39318,39429,66811,3165,,Zet Pup,Naos,0.158541232431981,-0.164969871333669,2.21,-0.269
45425,45556,80404,3699,,Iot Car,Tureis,4.46431296420859,0.295335124396792,2.21,0.189
76035,76267,139006,5793,,5Alp CrB,Alphekka,5.49124442672773,-0.473111359574508,2.22,0.032
44689,44816,78647,3634,,Lam Vel,,2.5468907521755,-0.439586339063952,2.23,1.665
65173,65378,116656,5054,NN 3783A,79Zet UMa,Mizar,3.82753768497213,-0.963185622873556,2.23,0.057
100128,100453,194093,7796,,37Gam Cyg,Sadr,2.29820255524075,-1.07941899660832,2.23,0.673
3172,3179,3712,168,,18Alp Cas,Shedir,5.73467331680137,0.653540208227324,2.24,1.17
87561,87833,164058,6705,,33Gam Dra,Etamin,4.99146313966478,-1.05172820736867,2.24,1.521
25865,25930,36486,1852,,34Del Ori,Mintaka,1.65329411024714,0.411501889299777,2.25,-0.175
744,746,432,21,Gl 8,11Bet Cas,Caph,3.01219621327857,-0.775825020781355,2.28,0.38
66447,66657,118716,5132,,Eps Cen,,0.931935445705622,-0.880263031434991,2.29,-0.171
78165,78401,143275,5953,,7Del Sco,Dschubba,1.13518742248826,-0.310957161333669,2.29,-0.117
82144,82396,151680,6241,,26Eps Sco,,0.639606037858762,-1.39048027096921,2.29,1.144
71634,71860,129056,5469,,Alp Lup,,1.46458461891348,0.832386333738425,2.3,-0.154
71125,71352,127972,5440,,Eta Cen,,6.14797058410214,0.622252089369213,2.33,-0.157
53754,53910,95418,4295,Wo 9343,48Bet UMa,Merak,2.26167597311868,-0.318524333899315,2.34,0.033
71879,72105,129988,5505,,36Eps Boo,Izar,0.457142562975243,1.25343585048899,2.35,0.966
106972,107315,206778,8308,,8Eps Peg,Enif,0.295702933455208,-0.148683606232069,2.38,1.52
86403,86670,160578,6580,,Kap Sco,,0.712693028864233,-0.746652954480871,2.39,-0.171
2076,2081,2261,99,,Alp Phe,Ankaa,4.804092928109,-0.01966978335048,2.4,1.083
57828,58001,103287,4554,,64Gam UMa,Phad,4.50187603986899,0.826869940744085,2.41,0.044
83755,84012,155125,6378,Gl 656.1A,35Eta Oph,,2.35843448546441,0.244417958441298,2.43,0.059
113521,113881,217906,8775,,53Bet Peg,Scheat,2.379763662673,0.837304170948014,2.44,1.655
35806,35904,58350,2827,,31Eta CMa,Aludra,1.51757418653586,1.21581687059837,2.45,-0.083
104861,105199,203280,8162,Gl 826,5Alp Cep,Alderamin,2.3195806313799,0.95068158522961,2.45,0.257
45809,45941,81188,3734,,Kap Vel,,1.79258635535688,-0.548843114038645,2.47,-0.141
102157,102488,197989,7949,Gl 806.1A,53Eps Cyg,Gienah,1.45676714575889,1.27091824510534,2.48,1.021
113603,113963,218045,8781,,54Alp Peg,Markab,4.35650866452042,-0.925979713368484,2.49,-0.002
14100,14135,18884,911,,92Alp Cet,Menkar,3.56337299572033,-0.734770633905795,2.54,1.63
81130,81377,149757,6175,,13Zet Oph,,2.1777046414074,0.940921485897034,2.54,0.038
67786,68002,121263,5231,,Zet Cen,,0.696333620612622,0.000208265855093,2.55,-0.176
54712,54872,97603,4357,Gl 419,68Del Leo,Zosma,1.38609989602311,-0.909471397313115,2.56,0.128
78580,78820,144217,5984,,8Bet1Sco,Graffias,5.12624489525692,-0.243078149027494,2.56,-0.065
25920,25985,36673,1865,,11Alp Lep,Arneb,3.96557854726487,1.39033673610791,2.58,0.211
59016,59196,105435,4621,,Del Cen,,2.69661760990323,-0.416900313175151,2.58,-0.128
59621,59803,106625,4662,,4Gam Crv,Gienah Ghurab,1.93300290272298,-0.180273083978258,2.58,-0.107
93213,93506,176687,7194,,38Zet Sgr,,2.38484952145336,0.67937171001407,2.6,0.062
74556,74785,135742,5685,,27Bet Lib,Zubeneschemali,0.51123982011468,-0.585908028199635,2.61,-0.071
76835,77070,140573,5854,Gl 596.2,24Alp Ser,Unukalhai,6.08351745507392,-0.316365104844132,2.63,1.167
8884,8903,11636,553,Gl 80,6Bet Ari,Sheratan,5.72562390709192,0.434809938830969,2.64,0.165
26569,26634,37795,1956,,Alp Col,Phakt,2.31490512555312,-1.10484563105299,2.65,-0.12
28309,28380,40312,2095,,37The Aur,,4.82574702944441,-0.323052748120701,2.65,-0.083
61166,61359,109379,4786,,9Bet Crv,Kraz,4.90342556951174,0.824499739742993,2.65,0.893
6672,6686,8538,403,,37Del Cas,Ruchbah,3.19737244947784,-0.345430512809964,2.66,0.16
67711,67927,121370,5235,Gl 534,8Eta Boo,Mufrid,0.706009419669985,-0.008884226078843,2.68,0.58
73046,73273,132058,5571,,Bet Lup,,3.57961754580409,0.202378290355502,2.68,-0.184
22961,23015,31398,1577,,3Iot Aur,Hassaleh,4.37973543106496,0.186647252108635,2.69,1.49
52575,52727,93497,4216,,Mu  Vel,,1.6919923055237,-0.91486177024047,2.69,0.901
61392,61585,109668,4798,,Alp Mus,,3.87063771871814,-0.118202611140805,2.69,-0.176
85436,85696,158408,6508,,34Ups Sco,,2.44315270239625,-0.404509656409779,2.7,-0.179
35169,35264,56855,2773,,Pi  Pup,,3.42844049102101,-1.40896738894436,2.71,1.616
89653,89931,168454,6859,,19Del Sgr,Kaus Meridionalis,2.83594351106157,0.670869892999426,2.72,1.38
96970,97278,186791,7525,,50Gam Aql,Tarazed,5.7129725142116,0.663510788979328,2.72,1.507
79352,79593,146051,6056,,1Del Oph,,3.87036216038794,-0.337437524746931,2.73,1.584
80089,80331,148387,6132,Gl 624.1A,14Eta Dra,,0.495368912515682,0.724303197562819,2.73,0.91
52268,52419,93030,4199,,The Car,,1.47007512080649,1.29624499708799,2.74,-0.22
61748,61941,110379,4825,Gl 482A,29Gam Vir,Porrima,0.231292069313569,0.149874087232715,2.74,0.368
26176,26241,37043,1899,,44Iot Ori,Hatsya,4.96811765392616,-0.537814829895376,2.75,-0.21
64904,65109,115892,5028,Gl 508.1,Iot Cen,,3.47973951641963,0.585717960257559,2.75,0.068
72396,72622,130841,5531,Gl 564.1,9Alp2Lib,Zubenelgenubi,5.92094557758968,-0.11876019236246,2.75,0.147
86475,86742,161096,6603,,60Bet Oph,Cebalrai,4.56930560696044,-0.218384120231254,2.76,1.168
23820,23875,33111,1666,Wo 9175,67Bet Eri,Cursa,2.04936301805883,-0.352689663181831,2.78,0.161
80571,80816,148856,6148,,27Bet Her,Kornephoros,5.68217037354162,1.438688153291,2.78,0.947
84086,84345,156014,6406,,64Alp1Her,Rasalgethi,2.40716791788122,-0.051969667028268,2.78,1.164
59565,59747,106490,4656,,Del Cru,,5.5170077091491,-0.185171586925916,2.79,-0.193
85410,85670,159181,6536,,23Bet Dra,Rastaban,0.348214653953404,0.976885107742177,2.79,0.954
76065,76297,138690,5776,,Gam Lup,,5.85879381612719,-0.79031977896309,2.8,-0.216
25542,25606,36079,1829,,9Bet Lep,Nihal,3.6457311140528,-1.16205567620292,2.81,0.807
81444,81693,150680,6212,Gl 635A,40Zet Her,,5.15027012454226,-0.014794366930196,2.81,0.65
2016,2021,2151,98,Gl 19,Bet Hyi,,4.94126147991156,1.01054250380283,2.82,0.618
81020,81266,149438,6165,,23Tau Sco,,3.40600618945299,-1.05273528212134,2.82,-0.206
90217,90496,169916,6913,Gl 713.1,22Lam Sgr,Kaus Borealis,1.98820009435286,-0.188422886613061,2.82,1.025
1065,1067,886,39,,88Gam Peg,Algenib,3.315826119074,0.491430898079744,2.83,-0.19
39644,39757,67523,3185,,15Rho Pup,,4.42132392694252,1.09428628583572,2.83,0.458
77716,77952,141891,5897,Gl 601A,Bet TrA,,5.03401700319452,1.25883874816455,2.83,0.315
18201,18246,24398,1203,,44Zet Per,,4.45185337735733,0.819167010534942,2.84,0.271
84999,85258,157244,6461,,Bet Ara,,0.268129316683783,-0.703719508240101,2.84,1.479
85530,85792,158427,6510,,Alp Ara,,4.01767667298105,0.605412103034715,2.84,-0.136
17661,17702,23630,1165,,25Eta Tau,Alcyone,0.360325406625495,0.671648845402921,2.85,-0.086
63405,63608,113226,4932,,47Eps Vir,Vindemiatrix,3.84868381458676,-0.215619422997632,2.85,0.934
107213,107556,207098,8322,Gl 837,49Del Cap,,4.81095050954865,-1.01099314888242,2.85,0.18
118485,,60178,2890,Gl 278B,66Alp Gem,,3.98603149551559,-1.0649453235079,2.85,0
9217,9236,12311,591,Gl 83,Alp Hyi,,0.070649054284764,-0.043639657835545,2.86,0.29
96858,97165,186882,7528,,18Del Cyg,,2.77164511731009,-0.932454255969479,2.86,-0.002
30270,30343,44478,2286,,13Mu  Gem,,2.88243178050442,0.155462843075741,2.87,1.621
74717,74946,135382,5671,,Gam TrA,,2.7516323575997,0.011187180034178,2.87,0.014
109784,110130,211416,8502,,Alp Tuc,,3.70345161955695,-0.61660474109054,2.87,1.39
13813,13847,18622,897,,The1Eri,Acamar,1.60363997517908,-1.11997376150133,2.88,0.128
93846,94141,178524,7264,,41Pi  Sgr,Albaldah,2.90118785988424,-0.64817628343903,2.88,0.377
36087,36188,58715,2845,,3Bet CMi,Gomeisa,2.63808930212937,-1.07024880070288,2.89,-0.097
62925,63125,112413,4915,,12Alp2CVn,Cor Caroli,5.92921737983453,-0.024592387541891,2.89,-0.115
78029,78265,143018,5944,,6Pi  Sco,,0.655705617635369,-0.771606937834348,2.89,-0.18
18485,18532,24760,1220,,45Eps Per,,5.28484785982072,-0.595598360109641,2.9,-0.199
79870,80112,147165,6084,,20Sig Sco,,1.28303595678639,0.939739224955595,2.9,0.299
105936,106278,204867,8232,,22Bet Aqr,Sadalsuud,1.7677953696022,-0.990214121586119,2.9,0.828
14292,14328,18925,915,,23Gam Per,,2.78710072007373,0.174498308935948,2.91,0.716
47866,48002,85123,3890,,Ups Car,,2.77251317205427,1.02910201108616,2.92,0.273
111804,112158,215182,8650,,44Eta Peg,Matar,0.842229686366194,0.65183334852911,2.93,0.852
32682,32768,50310,2553,,Tau Pup,,5.33398061335423,-0.460805933744814,2.94,1.207
60776,60965,108767,4757,,7Del Crv,Algorab,5.28651679785457,0.711902523218914,2.94,-0.012
108728,109074,209750,8414,,34Alp Aqr,Sadalmelik,3.92333206659954,-0.606192942361163,2.95,0.969
18497,18543,25025,1231,,34Gam Eri,Zaurak,1.44687789576163,0.332345827311098,2.97,1.588
26386,26451,37202,1910,,123Zet Tau,,4.05329632365994,-0.245835898179076,2.97,-0.148
47772,47908,84441,3873,,17Eps Leo,Ras Elased Australis,1.36759059742046,1.13870356693322,2.97,0.808
88361,88635,165135,6746,,10Gam2Sgr,Nash,2.8610598503833,-0.257014111764644,2.98,0.981
64758,64962,115659,5020,,46Gam Hya,,3.72799069782722,-1.21526256465226,2.99,0.92
86804,87073,161471,6615,,Iot1Sco,,3.0727367832233,-0.788662980624313,2.99,0.509
93452,93747,177724,7235,NN 4095A,17Zet Aql,,6.26058895709959,-0.581464491317586,2.99,0.014
10041,10064,13161,622,,4Bet Tri,,3.71933776218182,0.213020682013424,3,0.14
54380,54539,96833,4335,,52Psi UMa,,4.82976318165528,-0.666748577653545,3,1.144
74868,75097,137422,5735,,13Gam UMi,,1.58502073443482,0.22612554631128,3,0.058
82263,82514,151890,6247,,Mu 1Sco,,2.68496187217798,0.987831218246148,3,-0.2
107742,108085,207971,8353,,Gam Gru,,2.32096760784705,-1.45036750460695,3,-0.084
17316,17358,22928,1122,,39Del Per,,4.93422698159753,0.506991241443947,3.01,-0.125
30049,30122,44402,2282,,1Zet CMa,,0.503212453957599,-0.025552984862856,3.02,-0.16
33888,33977,53138,2653,,24Omi2CMa,,2.78746631329428,-0.914721671270262,3.02,-0.077
59134,59316,105707,4630,,2Eps Crv,,5.76433880946095,-0.152553323219465,3.02,1.326
23361,23416,31964,1605,,7Eps Aur,,5.50024805094583,0.606075528436912,3.03,0.537
62127,62322,110879,4844,,Bet Mus,,1.80620297191046,0.147106056009048,3.04,-0.178
70851,71075,127762,5435,,27Gam Boo,,2.63258105666222,0.036488289608954,3.04,0.191
95648,95947,183912,7417,,6Bet1Cyg,Albireo,2.29244057477624,0.106490379552583,3.05,1.088
100020,100345,193495,7776,,9Bet Cap,,5.23002295265638,0.544274936226686,3.05,0.79
32161,32246,48329,2473,,27Eps Gem,,2.46849042261398,0.923253639954402,3.06,1.377
50655,50801,89758,4069,,34Mu  UMa,,1.05074357812081,-0.423809011855184,3.06,1.603
94081,94376,180711,7310,,57Del Dra,,0.318484184175791,0.767549973560706,3.07,0.99
89364,89642,167618,6832,,Eta Sgr,,3.05774920748907,0.34661995104221,3.1,1.582
43689,43813,76294,3547,,16Zet Hya,,3.60069894140778,-0.952241605713017,3.11,0.978
52789,52943,93813,4232,,Nu  Hya,,1.43673317929849,1.09836681091549,3.11,1.232
56392,56561,100841,4467,,Lam Cen,,4.84800428021663,-1.08008024755834,3.11,-0.044
101445,101772,196171,7869,Gl 794.1,Alp Ind,,1.69272740566423,0.095995338145545,3.11,0.998
27559,27628,39425,2040,,Bet Col,,5.2026639557884,0.033492726867519,3.12,1.146
44000,44127,76644,3569,Gl 331A,9Iot UMa,,2.35781309587556,-1.0979793520191,3.12,0.223
82826,83081,152786,6285,Wo 9581,Zet Ara,,5.91610511308753,-0.93463030839233,3.12,1.552
84121,84379,156164,6410,NN 3995A,65Del Her,,0.137127169515586,0.419811295772494,3.12,0.08
73107,73334,132200,5576,,Kap Cen,,2.84697099406469,0.326479666620651,3.13,-0.208
45728,45860,80493,3705,,40Alp Lyn,,4.18836439590005,0.199098309323984,3.14,1.55
46568,46701,82668,3803,,,,4.63978114914315,0.520222222160621,3.16,1.538
84122,84380,156283,6418,,67Pi  Her,,4.93942167132024,-0.575282009165949,3.16,1.437
31605,31685,47670,2451,,Nu  Pup,,4.58942311632563,0.706147191936685,3.17,-0.103
46720,46853,82328,3775,Gl 354A,25The UMa,,0.641934951116944,-1.03501787870107,3.17,0.475
83638,83895,155763,6396,,22Zet Dra,,5.25512468524915,-0.756924042000729,3.17,-0.12
91754,92041,173300,7039,,27Phi Sgr,,1.52811320043061,-0.236880661217999,3.17,-0.107
23712,23767,32630,1641,,10Eta Aur,,5.92432968808697,-0.665887995863954,3.18,-0.148
71682,71908,128898,5463,Gl 560A,Alp Cir,,5.29940303939526,0.636883151146191,3.18,0.256
22396,22449,30652,1543,Gl 178,1Pi 3Ori,,3.05368057329264,-0.458759077454361,3.19,0.484
23630,23685,32887,1654,,2Eps Lep,,5.62379489716437,-0.518295023166372,3.19,1.46
82745,83000,153210,6299,,27Kap Oph,,1.88683359096912,-0.895648233829516,3.19,1.16
86991,87261,161892,6630,,,,2.12360091417268,-0.399781247676385,3.19,1.192
104394,104732,202109,8115,,64Zet Cyg,,1.01183418656272,-0.286544081474738,3.21,0.99
116361,116727,222404,8974,Gl 903,35Gam Cep,,1.9838446854413,-0.484623959399734,3.21,1.031
74912,75141,136298,5695,,Del Lup,,2.09092672919817,-0.413336678024484,3.22,-0.227
79640,79882,146791,6075,NN 3949,2Eps Oph,,2.49015047814507,1.10081867295139,3.23,0.966
89684,89962,168723,6869,Gl 711,58Eta Ser,,0.887041829508726,-0.253256901253534,3.23,0.941
105691,106032,205021,8238,,8Bet Cep,,3.33348200364422,0.503394649954134,3.23,-0.201
32521,32607,50241,2550,Gl 248,Alp Pic,,4.91160251384423,-1.09731209042623,3.24,0.225
99156,99473,191692,7710,,65The Aql,,4.90578310532965,1.33621701748726,3.24,-0.066
36274,36377,59717,2878,,Sig Pup,,1.51464071969447,-0.832506174315214,3.25,1.509
68675,68895,123123,5287,Gl 538.1,49Pi  Hya,,0.581854428765745,-0.0891190947239,3.25,1.091
73486,73714,133216,5603,,20Sig Lib,,5.69258998237305,-1.02330256477899,3.25,1.674
92902,93194,176437,7178,,14Gam Lyr,,2.76175567619442,-0.573883670480949,3.25,-0.049
17637,17678,24512,1208,,Gam Hyi,,3.97115701640804,1.00420340187419,3.26,1.59
3086,3092,3627,165,,31Del And,,1.43530855643426,-1.10946139884669,3.27,1.268
84711,84970,157056,6453,,42The Oph,,1.51504238031658,1.12043450742421,3.27,-0.186
112776,113136,216627,8709,,76Del Aqr,,0.760878814791586,0.66267713599954,3.27,0.066
24249,24305,33904,1702,,5Mu  Lep,,0.162767714453277,0.423256183592594,3.29,-0.11
49958,50099,89080,4037,,Ome Car,,2.81048384929438,-0.69385751688214,3.29,-0.074
75229,75458,137759,5744,,12Iot Dra,,5.43179238523599,0.208983093167565,3.29,1.166
21228,21281,29305,1465,,Alp Dor,,2.10778775440338,-0.416473323103066,3.3,-0.079
51428,51576,91465,4140,,,,0.031871673123708,-1.03319212849164,3.3,-0.089
29582,29655,42995,2216,,7Eta Gem,,1.54778921776986,1.35000086225655,3.31,1.6
85008,85267,157246,6462,,Gam Ara,,2.85668013722585,0.380786237800179,3.31,-0.15
5154,5165,6595,322,,Bet Phe,,2.94914730123938,-0.019063165344811,3.32,0.885
14318,14354,19058,921,,25Rho Per,,0.487759648061574,0.469427826281228,3.32,1.528
59592,59774,106591,4660,Gl 459,69Del UMa,Megrez,4.66183021280256,0.293161469668344,3.32,0.077
83885,84143,155203,6380,Gl 657,Eta Sco,,5.75182766423756,0.533294281357438,3.32,0.441
87775,88048,163917,6698,,64Nu  Oph,,1.96013880266715,-0.020977457966469,3.32,0.987
93569,93864,177716,7234,Wo 9643,40Tau Sgr,,4.95779996971915,0.634451439671363,3.32,1.169
19730,19780,27256,1336,,Alp Ret,,4.91213896962074,0.112009842567021,3.33,0.915
54718,54879,97633,4359,,70The Leo,,3.63843699602051,0.10801324274811,3.33,-0.003
38062,38170,63700,3045,,7Xi  Pup,,3.78812287698483,0.031924887095203,3.34,1.218
8867,8886,11415,542,,45Eps Cas,,4.60643801499762,-1.00104899249868,3.35,-0.15
25218,25281,35411,1788,,28Eta Ori,,5.49374937416362,1.38718091586066,3.35,-0.24
32276,32362,48737,2484,Gl 242,31Xi  Gem,,4.7452993857884,0.222704389541531,3.35,0.443
41586,41704,71369,3323,,1Omi UMa,,4.69961278933139,0.451521569457649,3.35,0.856
95207,95501,182640,7377,Gl 760,30Del Aql,,2.20606255733796,-1.42037713366935,3.36,0.319
75035,75264,136504,5708,,Eps Lup,,1.79641112321416,-0.695268226803566,3.37,-0.191
42990,43109,74874,3482,,11Eps Hya,,3.88450682461985,-0.767536507790949,3.38,0.685
66040,66249,118098,5107,NN 3792,79Zet Vir,,4.53181941276327,-0.544705863040926,3.38,0.114
26142,26207,36861,1879,,39Lam Ori,,5.68572986792051,0.770049328632162,3.39,-0.16
50229,50371,89388,4050,,,,4.80839204609996,-0.39552433301876,3.39,1.541
62890,63090,112300,4910,,43Del Vir,,0.54593422030427,0.621696012069061,3.39,1.571
109146,109492,210745,8465,,21Zet Cep,,1.63685721753824,1.34030707808927,3.39,1.558
20842,20894,28319,1412,,78The2Tau,,4.45042272268881,0.244909743010322,3.4,0.179
119131,,,,Gl 656.1B,,,4.56725338533266,0.167866997901965,3.4,0
6853,6867,9053,429,,Gam Phe,,3.93230618745281,0.510471799450982,3.41,1.542
18677,18724,25204,1239,,35Lam Tau,,5.36505874095387,0.207826018797446,3.41,-0.099
67251,67464,120307,5190,,Nu  Cen,,3.66209879473148,-0.51132594872298,3.41,-0.225
74167,74395,134505,5649,Wo 9512A,Zet Lup,,1.62213172823006,-1.25313000698456,3.41,0.918
102091,102422,198149,7957,Gl 807,3Eta Cep,,1.75008823168945,-0.413832127538513,3.41,0.912
111676,112029,214923,8634,,42Zet Peg,,4.53737248394902,-0.892404753742255,3.41,-0.086
8777,8796,11443,544,Gl 78.1,2Alp Tri,,1.9140719825238,0.417340410295206,3.42,0.488
78148,78384,143118,5948,,Eta Lup,,0.918805538177067,-1.27336239261873,3.42,-0.206
86705,86974,161797,6623,Gl 695A,86Mu  Her,,4.43297270268315,0.157903126006575,3.42,0.75
102064,102395,197051,7913,,Bet Pav,,2.16366604824229,-0.194890122140162,3.42,0.163
44952,45080,79351,3659,,,,1.84986395722869,0.26363262728186,3.43,-0.19
50193,50335,89025,4031,,36Zet Leo,,0.170888938400093,-0.131151913735406,3.43,0.307
93510,93805,177756,7236,,16Lam Aql,,3.20767776199049,-0.998084706235725,3.43,-0.096
50230,50372,89021,4033,,33Lam UMa,,3.26315107496116,1.10280003384879,3.45,0.029
3814,3821,4614,219,Gl 34A,24Eta Cas,,3.98162041637752,-1.026028070328,3.46,0.587
5353,5364,6805,334,NN 3075,31Eta Cet,,0.159068122384651,0.729220028026391,3.46,1.161
38713,38827,65575,3117,,Chi Car,,4.05239255579269,1.17303942608341,3.46,-0.177
74438,74666,135722,5681,,49Del Boo,,1.28654306526835,0.050102005667975,3.46,0.961
12673,12706,16970,804,Gl 106.1A,86Gam Cet,,4.59687765667675,-0.259524719468891,3.47,0.093
67259,67472,120324,5193,,Mu  Cen,,1.76122960054728,-1.07037656996574,3.47,-0.17
